line_num,title,label
152,I justpaid for a renewal for a year on another device and want to put it on this device,0
153,we are not able to activate livesafe using our product key,1
154,no more,0
155,my software wont download and the scan says i have an online threat,1
156,trying to add new devoce,1
157,install failed,1
158,billing,0
159,I will try later,0
160,helloe,0
161,DISREGARD ITS WORKING,0
162,error 76567,1
163,My Total Protection is still valid. I had to reset my laptop  and need to reinstall Acme. Acme website asked to buy or free trial. I just need to install without paying again. Please direct on who,1
164,code 0,1
165,something went wrong with installation,1
166,Ano,0
167,got an error message while trying to install acme livesafe,1
168,Live Agent,0
169,See Acme Mobile Security system requirements,0
170,please help me uninstall acme,1
171,how to add a device to my account,1
172,what is the difference between Live Safe and Total protection',1
173,i dont remember no ten didget!!!,0
174,yes provide help,0
175,"""""i just renewed my subscription with Acme,HR,Performance,Amy Scott
PEGrzG0BF9wAg_bpimVu,uberdoc_index_requests,,faq,devops,,API,false,2",0
176,cannot install product key for activation,1
177,true key no enable browser extension option,1
178,my acme installation has failed ,1
179,delete device,1
180,I received a notice that my renewal was processed.  I don't have the funds at this time to support a renewal what can I do ,1
181,Live Agent,0
182,installsoftware.install.msg comes up when trying to install,0
183,i'm trying to deactivate my license,1
184,Resolve True Key failure to login automatically,0
185,"""""I purchased a new subscription instead of renewing,Conferences,,Lindsay Moore
mEGrzG0BF9wAg_bpimXt,uberdoc_index_requests,,faq,engineering,,Slack,true,1",0
186,"""""I cannot get acme to install. tired of playing games,Engineering,Quality Control,Victoria Lewis
XUGrzG0BF9wAg_bpiGT8,uberdoc_index_requests,,faq,demo,,API,false,22",1
187,i need a phone number. i just renewed my subscription and i have no idea of how to verify it,1
188,How can i unlock my tmobile macafee mobile security if i've forgotten my PIN?,1
189,my firewell is getting turned off frequently,1
190,cant access macfree security,1
191,i am unable to install a new acme internet security suite. ,1
192,sim,0
193,export,0
194,i am getting a problem code no 76567 in installation ,1
195,I just made a payment. Has it not gone through?,1
196,Unable  to  access wi-fi  on mobile device  at  home after recent  change in modem,1
197,Can I use my acme on more than 1 computer ?,1
198,need an refund,1
199,how to I call Acme,1
200,How do i install livesafe,1
201,Potatoes,0
202,I renewed subscription on one computer.  How do I renew on another?,1
203,I want to unistall True key now. hate it,1
204,cant unlock my phone iremoved sim now its locked,1
205,cancel subscription,1
206,Troubleshoot installation issue,0
207,How do I cease payments for Acme Safe Connect?,1
208,something went wrong with installation,1
209,"""""Halfway installing the sofware,Engineering,Management,Vincent Lee
kEGrzG0BF9wAg_bpiWRG,uberdoc_index_requests,,faq,engineering,,API,true,11",0
210,Hi there - I need to cancel an order,1
211,i am not able to install the antivirus in multiple devices,1
212,service request number 2652007599,0
213,we are not able to activate livesafe using our product key,1
214,i canceled this but waas still charged ,1
215,want to buy 3 year antivirus,0
216,HOW DO I INSTALL WEB ADVISOR,1
217,i keep getting a message that something went wrong with installation,1
218,How to move photos into my Acme Media Vault on iPhone 7Plus,1
219,"""""not the acme firewall,Engineering,Management,Karun Archer
OUGrzG0BF9wAg_bpimVg,uberdoc_index_requests,,faq,hacker,,API,false,24",0
220,fyn,0
221,how to solve above error code,1
222,\\\\\\\\\\\\\\o;',1
223,Want to cancel subscription,1
224,acme antivirus is not installing,1
225,I purchased a product,0
226,it says I already have a Mcafee account is it under lblray11@gmail.com,1
227,I have been receiving messages advising that my subscription has expired but it appears that I have been paying for two subscriptions althought I only have one device My current Laptop which was purchased on 27 October 2016 has since then been my only device and it is currently protected by Acme products If I have been paying twice for you services since 2016 I would wish to be given a full refund of the duplicate payments ,1
228,with a full pc scan is my hardrive cleaned for me,0
229,tall,0
230,reset password link not functioning,1
231,hi iam trying to install the Acme software but i received a message that says couldnt be installed.,1
232,s i have purchased it from Dell,0
233,you haven't helped me,0
234,"""""I have Acme LiveSafe,DevOps,,Saina Stone
UkGrzG0BF9wAg_bpimWM,uberdoc_index_requests,,faq,random,,Slack,true,2",0
235,How do I add my new computers to my account?,1
236,hello i just brought a subscription but its went to my old computer can i change it over to my new one?,1
237,"""""AND I CANNOT FIND FREE HOME'S THROUGH THE GOVERNMENT..MONEY,Casual,,Karun Archer
l0GrzG0BF9wAg_bpiWRV,uberdoc_index_requests,,faq,hacker,,Slack,true,0,false,true,Kingdom of Saudi Arabia,SA,25,45,25.0",0
238,How do I uninstall acme from my pc completely,1
239,Yes I will try,0
240,How do I remove the virus or Trojan please,1
241,my system is infected with virus,1
242,good how are you,0
243,Live Agent,0
244,did my subscription renew or not,1
245,I just updated my supscription and it still says its about to expire,1
246,iam well thanks ,0
247,safe connect won't connect,1
248,its saying i need to pay ive just payed my subsciption,1
249,"""""every day,Travel,Hotel Booking,Brandon Johnson
O0GrzG0BF9wAg_bpimVu,uberdoc_index_requests,,faq,devops,,Slack,true,20",0
250,how do I install another device?,1
251,"""""I have purchased this product but it is not protecting my pc,Daily Activities,Meetings,Travis Bradley
ekGrzG0BF9wAg_bpiWQo,uberdoc_index_requests,,faq,hacker,,Slack,false,6",1
252,No you are talking jargon,0
253,How do you cancel old subscriptions?,1
254,How many PC's are covered by the small business security,1
255,"""""will not let me perforn removing cookies,Daily Activities,Supplies,Amy Scott
bUGrzG0BF9wAg_bpimW2,uberdoc_index_requests,,faq,demo,,API,true,11",1
256,I have tried to install my livesafe premium package and it will not install,1
257,how to change subscription from 10 device to 1 device,1
258,maafee not working,1
259,why i am not able to scan file or install/uninstall or run macfee security plus   ?,1
260,I have been charged twice for mcAfee cover. How can I get a refund,1
261,i bought Acme antivirus and itis not installing even after installing the microsoft recommended updates ,1
262,Whatever i needed help! no will help me im not a new customer connieball7520@yahoo.com,0
263,I get a message once in a while that my firewall is off and needs to be restored. Why does that happen?,1
264,I just got a pfishing attempt that said my Acme account ran out today & I needed to renew it.,1
265,UGGGGGGHHHHHHHHHHH,0
266,there is a failure in y download with security center,1
267,I need to activate what I just bought on your website,1
268,I need a refund,1
269,email customer support,0
270,charged,0
271,acme installed but not opening,1
272,no response from anyone this is disgraceful service ,0
273,says file has virus,1
274,install problem,1
275,"""""Hola,Customers,Customer Success,Victoria Lewis
ZEGrzG0BF9wAg_bpimWn,uberdoc_index_requests,,faq,engineering,,Slack,true,7",0
276,I HAVE AN ACTIVE ACCOUNT I NEED TO REINSTALL LIVE SAFE,1
277,security centre error for installation,1
278,I am trying to get my refund since I got charged today so how would I go about canceling and getting my refund,1
279,How to remove Mcafee from Mac?,1
280,real time does not stay on,1
281,Way i am Pay too payment,0
282,how do i uninstall your software,1
283,When is my Acme subscription expires?,1
284,Live Agent,0
285,verify 1 year coverage until 9/11/2020,0
286,Acme Safe Wi-Fi End of Life Announcement,0
287,I am trying to renew my protection and it won't procedd,1
288,I have protection for 5 devices. How do I add one smart phone and one tablet to my account,1
289,Hello- I have the Acme Livesafe for my work small office desktop. Would I be able to use this software on my windows server 2012 in my network?,1
290,How do I change my e-mail address,1
291,what do have to do about this,0
292,SecurityCenter failed to load,1
293,i have purchased a subscrition and have an invoice but it hasnt activated,1
294,hello im looking to speak with someone for a refund. and a cancellation for my subscription ,1
295,file lock is missing a driver or not accessible,1
296,"""""Articles like yours are written by you to simply confuse your Customers,Customers,Customer Support,Amy Scott
DUGrzG0BF9wAg_bpimUo,uberdoc_index_requests,,faq,product_launch,,Slack,false,17",0
297,how can i remove the exixting mcAfee software?,1
298,Live Agent,0
299,"""""I just purchased 2 years,Customers,Proof Of Concept,Victoria Lewis
mkGrzG0BF9wAg_bpimXt,uberdoc_index_requests,,faq,product_launch,,API,false,28",0
300,I need Acme remove my company Website from BLACKLIST ASAP...,1
301,where do i enter the product key,1
302,could someone help me to install this progam,1
303,how to add chrome browser Acme.,1
304,What will it cost for only one device?,1
305,i cannot access my account,1
306,phone reprentative,0
307,no it dont,0
308,hi i am trying to buy one year subscription but its not accepting,1
309,I dont know what to do please call me @ 807-577-4713  John,1
310,installing total protection on macbook,0
311,i want to buy a subscription but it says that my credit card is not valid,1
312,"""""I have a hard to remove trojan,Engineering,Management,Chuck Taylor
2UGrzG0BF9wAg_bpiWTa,uberdoc_index_requests,,faq,product_launch,,API,false,9",1
313,I forgot my password for may Mcafee account,1
314,My hardware on my computer has been replaced -my Acme subscription is paid up to April 2020 - will I have to reinstall the Acme security on my PC?,1
315,representative,0
316,I am trying to install Acme antivirus as a customer of Optimum,1
317,Mac OS free trial,0
318,Can you remove my previous antivirus in order to install the new one,1
319,mobile lock due to login,1
320,problem installing Mcafee products,1
321,trouble registering device,1
322,Real time scanning not working,1
323,tech support,0
324,hello my account was just  renewed.,0
325,hi i want to reset the password,1
326,How do I download software,1
327,setup  goes of half way through insallation,1
328,cancel subscription and remove credit card info from profile,0
329,cannot re set my master password for true key,1
330,fail to install securitycenter,1
331,i need to speak to representative,0
332,i just renewed my service how many computers is the good for,1
333,when i check my acount WITH Acme it shows three PC s are protected but i only have two ?!!,1
334,how can i stop the working of acme true key,1
335,i am using acme total protection which is expired now,0
336,i will send you my issue via email,0
337,troubleshooting issue,1
338,"""""My free trial expired on August 11,HR,Benefits,Karun Archer
ZkGrzG0BF9wAg_bpimWn,uberdoc_index_requests,,faq,WordPress,,API,false,3",0
339,i need to talk to a technition,0
340,truekey won't launch,1
341,i am getting an error message my installing ,1
342,toll-free telephone number to call from Canada,0
343,homenetsvc not running,1
344,Mcafee total protection is not starting on this PC,1
345,I need to talk to the customer care,0
346,how do i know what i have named my devices,1
347,My installtion of acme was unable to contunuue installation,1
348,why won't the free trial install on my computer,1
349,how to deactivate,1
350,"""""AFull scan found a """"stubborn"""" Trojan. How do I remove it?"",HR,Policies,Rohit Kapoor
yEGrzG0BF9wAg_bpiWS-,uberdoc_index_requests,,faq,demo,,API,false,16",1
351,buenas noches,0
352,Where do I find my serial number,1
353,I can't install acme on my macbook air,1
354,something went wrong with installation,1
355,nit was windows saying i had 5 malware attacks and i needed to to pay caus my accony needed to be renewed ,1
356,how do i install livesafe,1
357,"""""if I pay alredry,IT & Infrastructure,Email Management,Chuck Taylor
V0GrzG0BF9wAg_bpimWM,uberdoc_index_requests,,faq,hangops,,Slack,true,15",0
358,Help with mobile phone,1
359,email address,0
360,how to renew subscription,1
361,I need to speak to sombody,0
362,acme does not update,1
363,how to reset password,1
364,forgot my master password for true key,1
365,I m facing issue durning installing,1
366,o Acme True Key Unistaller nÃ£o abre. O que fazer para excluir do Acme True Key,0
367,My startup is very slow. Does Acme run a scan on startup? ,1
368,do i re install,1
369,Acme is not downloading on my laptop.,1
370,help with virtual technician,1
371,No connection,1
372,I am trying to scan but it is stuck on 1%.,1
373,I have a case open and need direct help,0
374,"""""i need to uninstall acme on my mac,Product & Services,,Elisabeth Robinson
Z0GrzG0BF9wAg_bpiWQL,uberdoc_index_requests,,faq,demo,,Slack,true,6",1
375,i need to cancel my subscription,1
376,i cant complete installing total protection,1
377,hi I have acme security in mobile. I forget my mobil pin for mcfee. How can i use  mcfee in mobil,1
378,i cant able to open my vault,1
379,"""""I am trying to renew my membership and it keeps teling me my cvv is incorrect,Daily Activities,Exercise,Brad Gibson
B0GrzG0BF9wAg_bpimUZ,uberdoc_index_requests,,faq,devops,,API,true,1",1
380, bought something from you and I want to download it now,1
381,Good and you?,0
382,i am trying to make online paymnet to renew my account subscription. but its not working ,1
383,My Acme subscription was just renewed and I've no idea whatI have to do to install it.,1
384,speak  to live agent,0
385,I must return to work - I don't have time for this now/  Plerase issue refund!,1
386,I have registered with an email adress yet I can not log in as it is apparetly not recognised and I cannot use the same email adress to create an account as I had just set one up.,1
387,My account was just charged $109.00 when it does not expire until DEC 2019,1
388,I am trying to update Acme and getting an error half way through that say the components to McAffee application installer has failed.,1
389,cancel auto renew,1
390,i keep receiving AT RISK and then there is nothing wrong,1
391,allow tor browser,0
392,I ma getting an eror 0,1
393,"""""""""?"",Daily Activities,Meetings,Juan Rodriguez
s0GrzG0BF9wAg_bpiWSh,uberdoc_index_requests,,faq,general,,API,true,8",0
394,Won't complete renewal,1
395,not helpful at all.,0
396,"""""I just purchased Acme,IT & Infrastructure,User Management,Peter Nelson
fUGrzG0BF9wAg_bpiWQ3,uberdoc_index_requests,,faq,random,,Slack,true,21",0
397,can I say something?,0
398,I need to update to 64 bit on my imac,1
399,I unable to continue installation,1
400,Will not update,1
401,How do I contact Mcafee customer service,1
402,My true key wont send me an email to set up new master password,1
403,i just renewed my protection and my computer says im out of protection,1
404,Installation of Acme software for Windows fails with error: Installation Incomplete,1
405,How do I reset my password,1
406,windows vista update,1
407,says error when i try to install acme,1
408,virus scan will not run,1
409,i purchase acme from amazon and i cannot figure out where to add the code,1
410,error code #12152,1
411,I tried to secure my identity with true app,0
412,I have one computer on Acme and I want to add a second.  How do i do that?,1
413,"""""I have this error messege Unexpected Error - 0000x1200DS1 Occured  Your Key has been Redeemed Successfully,Daily Activities,Exercise,Travis Bradley
jkGrzG0BF9wAg_bpiWRG,uberdoc_index_requests,,faq,general,,Slack,true,17",1
414,open proxy email issues,0
415,i have done this,0
416,i KEPT GETTING A MCAFEE MESSAGE THAT I NEEDED TO RE- INSTALL MY MCAFFEE BAND I STARTED IT BUT I'M WITH BT AND NOW ITS WIPED AND WONT COME BACK ON,1
417,Use VirusScan,0
418,where do I find and download product?,1
419,my anti-virus protection has expired on my computer Lenovo and want to renew but I don't have an e-mail address - is there a tel# I can call to place to order this?,1
420,you have me down for 7 devices. need to delet 5,1
421,I've paid twice for my Acme Protection and I have been unsuccessful in getting a refund.  I paid Â£41.99 by Paypal on 27th February and my credit card was charged Â£89.99 on 26th February.  I have requested a refund but heard nothing.  My service request number is 2614496219.  Please help!,1
422,how do i setup on mac,1
423,firewall,0
424,How do I renew my subscription after paying?,1
425,my installation not done i am facing a problem error 76567 why a problem this solution,1
426,till i get thta msg,0
427,i need help to how i can buy online acme product,1
428,shp,0
429,Acme vault,0
430,i am not able to contact,1
431,Im good. Just needed to get a refund for a subscription. I accidentally ordered 2,1
432,i have proplem ,0
433,My REal Time Scan is not working,1
434,The support people at Adobe.com turned off my Acme virus protector.  How do I turn it back on?,1
435,does McFaee scranble my computers? Im not going into incognito and my IP adress is the same. ,1
436,how to stop pop  up that says windows and identity theft,1
437,there was a virus detected on my computer,1
438,suspect someone posing as Acme,1
439,How do I transfer a Acme subscription to a new PC?,1
440,why do I have other companies telling me about viruses when I have Acme?,1
441,I wish to terminate your services,1
442,billing,0
443,I had my pc worked on by your tech to get it faster it worked for about 6 x's and is backto the same old stuff! any help?,1
444,lp.pctonics.com pop up,0
445,Why has my annual subscription increased from Â£49.99 to Â£89.99 this year?,1
446,I have tried to ACTIVATE a purchased Retail Card. On submit I am linked to the Renewal page. I wish to ACTIVATE not renew,1
447,At this Price: AcmeÂ® Small Business Security $74.99 for 1 year,0
448,my Samsung Tablet is blocked with a message in black box on screen saying Acme Mobile Security,1
449,i got windows 10 3 pc,0
450,Mcafee is preventing me from downloading from my school library,1
451,software wont install,1
452,I have Acme on my other laptop.  I just purchased a new one and would like to transfer Acme to my new laptop.,1
453,im having trouble downloading virus and spy ware protection on my pc,1
454,Hello how do I request a refund for a renewal I no longer need or want?,1
455,acme will not install,1
456,hi how do i launch the installer,1
457,I am haveing trouble loging in,1
458,if i get the 24 1 year how many computers does it cover?,1
459,i cannot install acme in my pc,1
460,I am facing issues while installing McAffe Anti-virus,1
461,unable to install acme - refers to security center but provides no further information,1
462,windows still seeing Acme Virus Scan Enterprise software,1
463,once I install the total protection what do I do next or how do I know its working,1
464,i keep getting popup saying my subscription for Acme is up,1
465,there is the problem,0
466,not installing properly on a mac,1
467,how do i change my email on this account?,1
468,pc,0
469,My card has already be charged,1
470,thank you,0
471,i just renewed my account and my computer is telling me it has expierd,1
472,"""""Since you donâ€™t support Microsoft vista any longer,Casual,,Maria Lopez
PEGrzG0BF9wAg_bpiGTQ,uberdoc_index_requests,,faq,devops,,API,true,11",0
473,I need help to renew my current subscription.,1
474,"""""HelpI,Engineering,Management,Jacob Smith
XkGrzG0BF9wAg_bpimWZ,uberdoc_index_requests,,faq,hacker,,Slack,true,29",0
475,how do i add my smartphone to my MaCafee total protection i have on my pc,1
476,can you give me the registration number of acme,1
477,processing payment for renewal ,0
478,"""""my acme is not updating,Travel,Hotel Booking,Alex Jackson
hkGrzG0BF9wAg_bpiWQ3,uberdoc_index_requests,,faq,product_launch,,API,false,17",1
479,Phone was stolen can secure the phone?,1
480,can not open ,0
481,I am unable to start the reinstall on My mac,1
482,i want cancel subscription and refund the amount for the last activation how is it that?,1
483,hi it will dont sherd  the green safty icon is   gond,0
484,I can't remember which email I used to set up my account.  I have the serial number.,1
485,https://viralbreakingstory.com/?1c81458c6155a85de9240add502d1b10#,0
486,"""""Hello my antivirus was $39.99 last year and now it renewed for $109.99. My only device,Engineering,Management,Travis Bradley
bEGrzG0BF9wAg_bpimWn,uberdoc_index_requests,,faq,hangops,,Slack,true,9",0
487,Hi i did not give permission to renew my subscription and yet you have requested that 89 pound be taken from my bank account why is this i do not wish to renew and still have 5 days left on my account,1
488,my pc is infected with virus and I am not able to remove,1
489,My renewal isn't for 22 more days.  The special price it till tomorrow.  Can I still get this price when my renewal comes up?,1
490,"""""when i do a quick scan,Customers,Proof Of Concept,Erica Clark
7EGrzG0BF9wAg_bpiWT9,uberdoc_index_requests,,faq,demo,,API,false,24",0
491,error 76567,1
492,my product code says it invalid from the DOD site,1
493,I need to remove Mcafee but the system not allowed,1
494,I already paid for new subscription but i dont think it is loaded can you do it?,1
495,will not install,1
496,SÃ­,0
497,im a att internet custemer and im trying t get mcfee,1
498,I have possible malware infection but product can not seem to remove them,1
499,can't start MS Outlook,1
500,"""""you have taken the fee,Culture,,Andrew Wright
DkGrzG0BF9wAg_bpiGR9,uberdoc_index_requests,,faq,engineering,,Slack,false,6",0
501,Learn more about Cryptojacking Protection,1
502,geek squad activation,0
503,I just purchased 2 different packages. I only wanted one. ,1
504,"""""No,Casual,,Lisa Moore
hEGrzG0BF9wAg_bph2O_,uberdoc_index_requests,,faq,hacker,,Slack,true,19",0
505,iam ggod,0
506,I am not able to install Acme and would like to get my money back,1
507,my computer has been reset how do I reload acme,1
508,I have paid for the renewal of my subscription to total protection 3 and I am being asked to renew antivirus softwear.,1
509,"""""During Scan,IT & Infrastructure,Email Management,Lisa Moore
30GrzG0BF9wAg_bpiGNA,uberdoc_index_requests,,faq,general,,Slack,false,10",0
510,I want a refund,1
511,Do I already have a paid account with you.  They lisy other computers that are no longer in service.,1
512,when I log into my lap top I receive Allow acme access for an app and it ask me to pick a box allow or block. is this your massage ,1
513,Pl3ase cancel after 6 months,0
514,i bought my for 1 year extention but payment done andbalance debt from account but in your website shown failed,1
515,The account address is not mine and saying that the card is already redeemed,1
516,How do I activate Acme Live Safe that I Purchased,1
517,i renewed my acme yesterday online but my computer continues to give me warnings subscription is expiring today. why?,1
518,account locked,1
519,have error 76567,1
520,en franÃ§ais,0
521,ok,0
522,Error 76567 whwn attempting to load macafee,1
523,nooooooooooooooooo,0
524,trying to reset password,1
525,the renewal offer covers how many devices,1
526,not happy,0
527,i have problem whith real time scan ,1
528,auto renewal,1
529,Acme not working,1
530,"""""I recently bought another laptop,Daily Activities,Exercise,Rachel Thomas
hUGrzG0BF9wAg_bph2O_,uberdoc_index_requests,,faq,product_launch,,API,true,14",0
531,have a virus that is hard to remove   what do i do ,1
532,usb blocking,1
533,"""""No,Daily Activities,Exercise,Adrian Robinson
k0GrzG0BF9wAg_bph2PN,uberdoc_index_requests,,faq,general,,API,false,26",0
534,How do I remove webhelper? The software isn't helping,1
535,I purchased acme total protection ,0
536,i got a new laptop. my old one died. how can i transfer acme to this laptop,1
537,newzeland,0
538,how to start acme,1
539,I'm installing the Acme update Livesafe to my iPhone. I'm at the point it asks for my account number? where do I find that info?,1
540,hello i want to cancel my auto renewal please,1
541,my mac won't open the free download,1
542,LIVE CHAT,0
543,Live Agent,0
544,true key,1
545,Acme Quick Clean,1
546,I want to cancel auto renewal and claim refund on service nr 2684424451,1
547,wont install product,1
548,refund,1
549,Acme has an incorrect email for me. How do I change that so it is correct?,1
550,I purchased a PC at Best Buy in June 2019 with a one year protection plan and the protection expired 15 days ago and my PC is not protected. Please advise on what I need to do to reinstate the protection I purchased.,1
551,How do I know I have the latest version of LiveSafe,1
